userId,negative_samples
139,"[3786, 544, 8611, 3986, 3392, 7049, 7647, 925, 583, 775, 3478, 7035, 4604, 9002, 227, 104, 1263, 3828, 8030, 6659, 8749, 828, 3715, 1621, 1873, 1427, 4646, 1832, 7057, 3702, 6948, 2819, 2476, 4677, 2716, 5243, 8263, 3390, 3754, 5215, 2509, 1360, 5883, 9008, 2745, 7027, 8724, 1990, 2164, 143, 8638, 7805, 8238, 4654, 7248, 1947, 4325, 7066, 2576, 2347, 660, 7833, 2463, 2771, 1696, 7178, 6868, 4769, 3972, 4852, 3843, 5888, 6774, 9000, 3395, 1192, 7664, 2208, 3506, 2082, 4590, 881, 7560, 3556, 2202, 8670, 992, 1508, 7592, 2757, 538, 2995, 3161, 4118, 4855, 8791, 7422, 8819, 1303]"
140,"[6543, 6797, 972, 3102, 5767, 1112, 397, 1889, 765, 4455, 1867, 4535, 3506, 4106, 3410, 4641, 1093, 492, 6463, 841, 6628, 8746, 9, 3865, 3116, 5399, 5939, 532, 6736, 4766, 8324, 1558, 1990, 1899, 591, 8353, 6327, 3362, 8121, 8581, 1192, 2967, 2305, 6636, 2069, 812, 5953, 7668, 6132, 223, 5412, 5274, 8704, 7809, 6293, 3903, 5743, 4899, 4901, 7656, 1200, 2508, 6826, 2457, 6698, 213, 5647, 470, 6328, 4605, 2496, 2553, 3413, 8401, 10, 2205, 2197, 3675, 6778, 5956, 3770, 1794, 4100, 6904, 859, 1003, 1647, 121, 1019, 305, 6568, 6745, 7664, 2374, 1284, 4111, 8692, 5707, 2346]"
141,"[2304, 8913, 575, 8692, 4622, 5391, 7309, 4407, 7779, 6375, 576, 7830, 8951, 7347, 5068, 4740, 6131, 6147, 8458, 5174, 7533, 6177, 2400, 3008, 674, 5607, 5215, 5106, 6835, 7118, 7545, 5029, 8325, 6160, 6262, 1597, 4444, 7032, 4638, 5430, 6255, 4034, 4107, 1447, 3539, 4094, 204, 8950, 3739, 8931, 2336, 5809, 625, 3537, 7416, 2926, 3695, 2998, 2598, 6527, 7461, 2557, 5352, 4067, 2564, 7377, 1873, 7527, 3035, 7631, 4202, 2309, 2102, 1117, 8945, 703, 2553, 8311, 3776, 3991, 6354, 7775, 2578, 2451, 5934, 8111, 7238, 8827, 7790, 3112, 2011, 8039, 1867, 1524, 6007, 6668, 546, 2693, 7659]"
142,"[3901, 5197, 6846, 1395, 3449, 5588, 4171, 4058, 8311, 6843, 2488, 8305, 7209, 7157, 9009, 3466, 8680, 8153, 2144, 2298, 3293, 3835, 872, 2667, 4417, 2968, 6412, 1649, 1845, 1389, 8478, 6691, 5521, 691, 2895, 849, 4252, 8159, 3645, 3649, 1912, 153, 1724, 1181, 7753, 7308, 2384, 7762, 4557, 5199, 6275, 1449, 1689, 2385, 3680, 3247, 8484, 3782, 1806, 1090, 8046, 6266, 166, 763, 3606, 4934, 162, 4723, 6099, 6020, 4701, 6011, 7304, 6508, 8343, 1838, 5860, 8757, 7295, 1352, 8037, 2795, 3518, 939, 4222, 2987, 5109, 861, 3052, 2972, 8317, 4893, 407, 4263, 2201, 7533, 5132, 6861, 3465]"
143,"[2056, 847, 2541, 3730, 8720, 2600, 1483, 1386, 7143, 2252, 6971, 6170, 212, 8964, 2116, 8384, 8569, 3897, 5933, 2901, 3017, 370, 3999, 7105, 5072, 5695, 6575, 5017, 5399, 740, 3088, 726, 9058, 19, 2355, 7668, 4861, 4618, 8805, 2561, 7664, 579, 7787, 9010, 8815, 4849, 8269, 1423, 6879, 7771, 6643, 949, 8667, 1264, 2523, 2380, 8519, 4992, 1540, 8520, 2215, 1175, 3174, 7515, 7746, 1682, 2476, 3876, 7560, 5262, 6587, 3477, 5888, 5745, 1999, 2604, 833, 6462, 144, 2490, 4732, 2155, 5522, 4673, 4949, 4373, 7862, 3263, 7591, 3718, 6266, 4076, 7706, 2869, 4724, 6937, 8635, 8063, 7553]"
144,"[7730, 5074, 4951, 9054, 1199, 2963, 6715, 7323, 2111, 2707, 2579, 1589, 4441, 8039, 8336, 1702, 1424, 1973, 225, 8699, 6392, 5674, 3355, 1635, 6332, 473, 4097, 7097, 2086, 3994, 6849, 2850, 8395, 5893, 1526, 3321, 6705, 2740, 8161, 9057, 954, 6091, 2928, 6758, 435, 8280, 1698, 1314, 7879, 2479, 154, 7229, 6766, 6015, 2183, 6851, 1296, 6561, 2485, 4245, 7098, 2047, 4033, 7582, 4906, 4287, 3114, 2145, 1856, 4349, 5599, 2325, 4098, 460, 3418, 5563, 4114, 2783, 8768, 5386, 8625, 427, 3101, 7198, 3, 344, 4651, 8896, 8546, 3464, 3110, 8049, 8333, 4508, 2571, 5531, 2701, 190, 5150]"
145,"[5109, 378, 2792, 1950, 6656, 3502, 4073, 6525, 1227, 392, 7159, 4130, 3138, 4803, 6284, 1402, 1603, 2363, 6150, 3817, 4475, 1483, 4543, 8737, 7768, 3837, 1644, 8249, 4887, 2970, 8664, 3007, 2233, 1576, 1057, 7393, 4795, 6758, 6105, 3062, 1446, 5830, 4727, 3809, 3026, 8764, 5931, 739, 5425, 4705, 4611, 2308, 8835, 8892, 5202, 7171, 7515, 1487, 443, 6717, 4349, 1533, 2915, 5252, 286, 1892, 1270, 6086, 3560, 7076, 3946, 8368, 6045, 6942, 5883, 8407, 3803, 957, 5196, 6336, 6843, 1453, 2121, 5982, 3948, 4244, 5488, 8172, 941, 8806, 5549, 7686, 6636, 1004, 2561, 2719, 2201, 8834, 1564]"
146,"[980, 2973, 267, 3748, 2118, 3305, 8102, 3589, 3410, 5716, 4386, 6463, 6767, 8301, 4941, 5013, 2744, 8643, 8952, 7986, 119, 4111, 8441, 8743, 5202, 3965, 6459, 8016, 5812, 8141, 4961, 7092, 403, 2071, 4034, 8822, 1409, 3796, 7810, 8762, 6803, 1922, 914, 1488, 6549, 2922, 2221, 6984, 5439, 7030, 1087, 5351, 6883, 737, 5709, 688, 297, 5079, 5629, 6947, 2174, 4831, 2319, 4136, 4911, 8204, 4714, 3369, 7234, 4813, 7063, 2453, 509, 320, 5475, 882, 2172, 8882, 5053, 571, 7932, 3512, 1277, 5609, 3938, 8718, 5676, 6684, 5367, 372, 1940, 7842, 7991, 2045, 7258, 2770, 5445, 5180, 298]"
147,"[3799, 8629, 5016, 7706, 1326, 6724, 3667, 4343, 3417, 5407, 3390, 3905, 6617, 7222, 5770, 5715, 8282, 440, 7818, 8095, 7848, 8359, 7876, 7026, 8522, 7619, 65, 3872, 4896, 2577, 8146, 8973, 1604, 1428, 3304, 8260, 7728, 6793, 8099, 4789, 4528, 6246, 8873, 6334, 6958, 975, 1585, 231, 1438, 6708, 416, 6131, 3496, 2536, 2463, 3034, 8368, 2282, 5210, 523, 8587, 7055, 6944, 1809, 8800, 984, 3510, 8939, 6004, 5154, 372, 3876, 3555, 8542, 1834, 4266, 8818, 2862, 8348, 2492, 2224, 5815, 75, 4141, 3517, 5866, 1501, 7219, 3066, 8065, 5242, 6331, 401, 3220, 5840, 1472, 6386, 408, 215]"
148,"[1236, 7724, 8629, 4098, 2399, 8392, 8571, 7076, 1175, 7616, 7540, 56, 1470, 3295, 6369, 5237, 5783, 7437, 8779, 4580, 1006, 973, 1258, 950, 7020, 108, 5823, 8069, 1045, 4273, 3003, 1305, 6428, 4252, 5276, 2903, 6727, 8044, 3102, 6529, 5067, 203, 3147, 7960, 6035, 4696, 2370, 1760, 5154, 6849, 4992, 5540, 1913, 4999, 6093, 310, 4760, 3861, 1016, 6384, 5038, 3949, 127, 6100, 7817, 281, 1756, 4057, 1138, 1136, 8035, 3434, 6006, 8336, 2373, 136, 4091, 8210, 6531, 1503, 590, 668, 3677, 7681, 6445, 1567, 8277, 3952, 3759, 3154, 5792, 7789, 6317, 6177, 2562, 6732, 6126, 3524, 1649]"
149,"[2366, 8085, 7011, 4942, 3776, 1675, 3190, 6909, 3839, 7726, 4272, 8682, 8530, 8840, 5991, 4430, 6312, 8726, 5060, 6932, 7787, 2873, 326, 4102, 8412, 8061, 2800, 1413, 2681, 3392, 2031, 935, 8097, 3820, 6996, 4200, 2750, 2184, 8585, 6480, 1583, 770, 7600, 6250, 6260, 3844, 6631, 5762, 1381, 5293, 7798, 1300, 8488, 6903, 5431, 1429, 6290, 8155, 1771, 2362, 1676, 6674, 2462, 2856, 1276, 8117, 8472, 3673, 2703, 2072, 7594, 2502, 1837, 8857, 4454, 8104, 3241, 3181, 8271, 1871, 1131, 7262, 5317, 8793, 1619, 7136, 5726, 843, 5297, 551, 2119, 5336, 3734, 536, 7418, 169, 4209, 3192, 5581]"
150,"[1413, 1405, 8956, 5072, 869, 4474, 7626, 2901, 6459, 8403, 8270, 7755, 4310, 5754, 7707, 5730, 625, 4812, 336, 5331, 7787, 225, 6931, 7985, 2854, 3156, 5768, 7038, 6422, 494, 7424, 3378, 2537, 8048, 4954, 6754, 7522, 3632, 6702, 2834, 6968, 646, 4275, 6077, 775, 8133, 4153, 6636, 8926, 4253, 3191, 1428, 3336, 2600, 5440, 1207, 9045, 3311, 2934, 5278, 1181, 2973, 4574, 6103, 4133, 3169, 8800, 380, 82, 5988, 7475, 4799, 7884, 1989, 6690, 3270, 2754, 4642, 7356, 6863, 8306, 1297, 420, 2566, 3395, 5858, 8929, 9024, 3907, 765, 98, 7417, 8629, 6781, 3152, 4853, 5054, 6293, 5928]"
151,"[2538, 6905, 4125, 3530, 7291, 243, 3810, 2248, 8891, 3075, 4779, 2944, 1117, 7723, 3987, 2350, 4095, 8490, 1853, 2706, 7355, 908, 8870, 6455, 8906, 6716, 8599, 2101, 2041, 344, 8102, 6548, 7024, 3829, 3749, 523, 8143, 5231, 207, 8410, 2409, 736, 4850, 4685, 5443, 2468, 5572, 4412, 754, 6705, 8945, 1650, 3456, 638, 5216, 6991, 5544, 8296, 2541, 5641, 2008, 6290, 2737, 6604, 7531, 3049, 2171, 757, 5490, 8213, 7633, 4437, 3390, 6412, 4308, 4246, 3681, 3062, 6382, 4474, 7366, 6741, 5843, 8914, 1914, 6218, 4552, 8698, 1249, 1573, 6309, 8793, 8737, 2334, 1611, 4067, 8355, 6191, 1182]"
152,"[5894, 2779, 7943, 6022, 3469, 5264, 2787, 8826, 5289, 2366, 5135, 3176, 5736, 415, 5913, 3166, 2921, 7180, 4316, 2017, 7742, 8405, 7694, 628, 562, 7120, 7964, 769, 6572, 1812, 5186, 5202, 4452, 1555, 8868, 4773, 3501, 540, 530, 8077, 6492, 607, 5730, 5104, 2178, 7244, 3000, 4011, 8558, 4036, 732, 6033, 5622, 1746, 4705, 7627, 52, 6983, 316, 8191, 3621, 5394, 2191, 850, 7626, 8825, 3914, 7026, 5823, 1075, 2999, 6221, 2094, 220, 8867, 8514, 8902, 380, 6678, 2357, 8992, 5866, 5683, 1278, 3377, 5196, 6963, 116, 4471, 7641, 3187, 3623, 4306, 856, 3191, 6084, 4984, 6300, 4667]"
153,"[1278, 5857, 4242, 1659, 2972, 4695, 566, 7938, 2196, 4865, 5731, 2874, 3355, 698, 6493, 5919, 2544, 143, 4774, 1655, 8070, 5225, 3949, 7604, 7907, 2394, 1535, 846, 6334, 1286, 393, 2623, 5664, 2583, 737, 1799, 6350, 3622, 8248, 3658, 7038, 717, 1438, 1061, 490, 4154, 6352, 8480, 7749, 4549, 4884, 32, 6617, 5, 1101, 2256, 8307, 8950, 7124, 7929, 5987, 8546, 6285, 4718, 6884, 7576, 8122, 232, 5914, 2101, 7224, 707, 1357, 1526, 170, 4918, 5994, 6894, 1317, 49, 6277, 7384, 5764, 7422, 8647, 875, 8508, 1466, 1713, 7041, 4247, 7797, 8378, 7796, 7866, 5143, 1322, 8225, 5706]"
154,"[5897, 7028, 4363, 4482, 5753, 726, 2098, 1389, 1033, 8141, 5523, 5858, 1973, 7937, 7399, 3248, 391, 4820, 6742, 541, 6929, 8041, 835, 2978, 1288, 8336, 6786, 4393, 1790, 4761, 4932, 5587, 1688, 4111, 8364, 201, 1756, 8832, 1060, 707, 5938, 3830, 8561, 3852, 2539, 2565, 3819, 840, 744, 520, 6160, 8507, 11, 8529, 8137, 7068, 2472, 6805, 7596, 4331, 370, 2167, 8744, 4769, 7723, 7900, 3415, 1145, 2206, 647, 6706, 3341, 6733, 2207, 4374, 7765, 18, 5518, 1320, 8206, 4733, 3835, 1285, 1849, 3367, 4524, 387, 6215, 7393, 6528, 6407, 3383, 3647, 3950, 3501, 8278, 3771, 4346, 4847]"
155,"[464, 2005, 1165, 6400, 1883, 5793, 1430, 5998, 4209, 1007, 4280, 6342, 159, 2029, 6352, 8833, 431, 7951, 6791, 5896, 3551, 2153, 3970, 7473, 4359, 2826, 150, 5384, 4391, 4585, 97, 1949, 5739, 8543, 5039, 6639, 2221, 5603, 7772, 6432, 8376, 1367, 4997, 8784, 4134, 7240, 8238, 5313, 6703, 5106, 8762, 8223, 7263, 8897, 5904, 7144, 5448, 565, 7829, 7893, 2549, 3669, 5434, 2678, 8453, 691, 1832, 8319, 5646, 5324, 7927, 1036, 7032, 2458, 5556, 7522, 4811, 5594, 6210, 4905, 640, 3328, 7089, 3465, 1580, 366, 8814, 5029, 6027, 8596, 7267, 8298, 6475, 8925, 9030, 8226, 6248, 8932, 3587]"
156,"[7174, 8227, 8115, 6058, 8813, 5627, 4232, 5763, 2514, 8094, 4917, 9018, 8664, 8647, 2188, 1229, 1325, 7399, 3270, 7877, 3506, 7200, 7039, 6481, 6588, 2617, 6979, 3193, 8696, 1029, 3254, 4020, 4759, 1288, 4421, 516, 2447, 5673, 5576, 6574, 1382, 8411, 491, 1891, 7225, 6118, 2253, 2720, 4919, 5080, 7488, 1711, 4033, 685, 84, 3073, 706, 8343, 4662, 5968, 3824, 1372, 2611, 4704, 8675, 2023, 7806, 4749, 8795, 5527, 7915, 4556, 1995, 1823, 5738, 2767, 1470, 4518, 8239, 5283, 5886, 4657, 7389, 6743, 68, 8966, 6111, 3630, 3035, 6643, 329, 5946, 4546, 992, 8871, 1931, 6803, 1116, 7379]"
157,"[2097, 7587, 8221, 2616, 6420, 380, 5278, 386, 7999, 3777, 8887, 4686, 7814, 6039, 5305, 5251, 3315, 625, 4535, 2034, 1769, 5187, 1538, 5672, 4402, 1393, 8493, 6150, 2831, 992, 2739, 3554, 5237, 5912, 6281, 7378, 2624, 295, 402, 8258, 3336, 3310, 6449, 8783, 2191, 7387, 4008, 5494, 5979, 1493, 1485, 8942, 1451, 3427, 4730, 3137, 7817, 3813, 362, 7139, 819, 6171, 8805, 3143, 1000, 75, 3258, 7650, 2509, 3222, 3817, 3563, 3121, 1937, 3709, 8283, 2064, 2217, 4581, 4057, 2305, 1249, 5221, 10, 7107, 3055, 3759, 8702, 6268, 327, 659, 2781, 6214, 6180, 2883, 7985, 1421, 5453, 6479]"
158,"[2485, 5059, 8297, 8461, 740, 2572, 3004, 7632, 2761, 5976, 8745, 2701, 575, 9026, 6648, 5324, 8731, 4743, 8524, 2598, 3744, 5866, 2360, 4277, 5952, 1495, 4147, 2858, 1598, 925, 666, 659, 7757, 4770, 5923, 621, 3241, 1252, 8039, 5019, 8966, 4366, 8278, 4099, 3003, 8864, 4593, 8833, 708, 6211, 7486, 6907, 825, 5749, 1410, 6734, 6622, 5857, 34, 8847, 7123, 8633, 7690, 150, 5475, 7042, 1409, 6915, 4735, 2547, 6075, 5860, 8921, 7458, 7912, 7220, 3460, 5227, 7995, 1644, 6849, 2453, 8351, 3760, 7616, 5686, 1588, 3012, 3648, 3171, 3778, 2992, 5340, 7481, 8381, 7989, 2027, 7410, 3525]"
159,"[2639, 3982, 1691, 8927, 7131, 3554, 8811, 4478, 7736, 8898, 7602, 4513, 8155, 3397, 6001, 5266, 7225, 2287, 7904, 6258, 7641, 1824, 2860, 6122, 4713, 1907, 2429, 43, 3107, 8104, 5395, 8713, 7418, 4271, 1994, 6790, 3024, 8087, 6490, 4970, 249, 4192, 5744, 5654, 1258, 216, 1277, 3962, 4857, 8467, 6171, 6259, 8643, 299, 435, 4543, 8855, 6650, 8724, 2547, 2608, 3238, 7068, 8940, 6872, 4832, 811, 1823, 5171, 5673, 129, 1628, 4233, 7229, 6409, 7444, 379, 6475, 3531, 5770, 8189, 1667, 703, 8417, 7211, 1659, 5855, 4443, 3663, 5645, 8794, 1543, 7274, 6704, 952, 6418, 8075, 6342, 8572]"
160,"[8160, 300, 7101, 5593, 5693, 3455, 4532, 8790, 8519, 6789, 6471, 3539, 3173, 182, 4406, 3335, 3886, 1752, 6064, 603, 7214, 2176, 3475, 854, 7141, 8439, 5780, 1066, 1147, 6106, 785, 5475, 2924, 7910, 2682, 8115, 2228, 2392, 2336, 1556, 4413, 1236, 4529, 2460, 2027, 1985, 3184, 7148, 2113, 2773, 601, 3456, 7680, 6713, 8129, 5956, 327, 5038, 3159, 5698, 341, 4157, 2044, 8363, 5177, 3094, 4804, 6153, 8814, 3750, 2890, 6488, 1767, 5371, 2184, 417, 2660, 6531, 1435, 1308, 6071, 1395, 2049, 6567, 7481, 397, 1010, 542, 2965, 5225, 3074, 7131, 4377, 8451, 5283, 362, 6793, 5425, 5854]"
161,"[8964, 7076, 5663, 8917, 2742, 7600, 5250, 3402, 8051, 2289, 4731, 2490, 8419, 6431, 3123, 8617, 870, 3625, 2405, 4851, 1602, 2501, 765, 6158, 2205, 6099, 1625, 8649, 4414, 875, 8885, 4111, 9050, 6674, 126, 7472, 4628, 2139, 8447, 7470, 8902, 90, 6312, 8497, 509, 327, 8801, 4793, 2622, 1370, 2036, 7389, 3689, 4860, 5621, 7270, 4666, 931, 2947, 8172, 6940, 1909, 83, 4671, 4033, 4620, 1404, 681, 2109, 4753, 7753, 6898, 5408, 2730, 6390, 4766, 2663, 1034, 1301, 5158, 1166, 8375, 6553, 1735, 7661, 3354, 8059, 6815, 6205, 1089, 5889, 4244, 7990, 6223, 6792, 8149, 275, 3461, 2430]"
162,"[5081, 6000, 8050, 5008, 7998, 5883, 1696, 3719, 1491, 5916, 2288, 6419, 3901, 7563, 250, 6695, 7920, 8065, 2741, 4257, 3571, 1646, 2512, 8322, 3204, 6800, 3546, 1699, 4525, 7829, 502, 2068, 987, 5116, 5055, 5164, 5898, 6616, 8087, 1572, 6069, 3157, 6004, 46, 6340, 8895, 6272, 3155, 1321, 68, 8524, 7811, 8515, 2935, 6150, 8820, 3287, 3689, 2997, 4568, 1629, 1154, 7211, 211, 4093, 489, 3707, 5828, 8842, 8992, 1418, 6027, 8001, 3925, 4397, 5974, 146, 690, 1827, 8690, 6906, 1599, 6519, 282, 8508, 6149, 7735, 4042, 7871, 2920, 6074, 3370, 8500, 822, 3256, 4587, 3156, 3874, 6735]"
163,"[2794, 3488, 1756, 4558, 6580, 4936, 2290, 1123, 8352, 7119, 8765, 4662, 2484, 7959, 2028, 7976, 293, 2785, 1502, 2027, 5824, 1570, 1395, 503, 1949, 5628, 254, 3082, 4918, 5899, 4673, 663, 3638, 2231, 7501, 5424, 6403, 7362, 5332, 8621, 5088, 7926, 1528, 3750, 5514, 6595, 5931, 7074, 6046, 2388, 5751, 6491, 572, 3252, 1800, 7955, 3187, 5759, 2883, 4994, 4961, 7654, 5607, 115, 867, 3678, 3089, 91, 2082, 8517, 5878, 5175, 5139, 1857, 6382, 2887, 7144, 3629, 8102, 1606, 7122, 6138, 8346, 896, 2419, 349, 5893, 1701, 2079, 6048, 3196, 647, 1615, 5296, 3149, 2947, 42, 1985, 2304]"
164,"[2103, 6570, 6871, 1585, 6842, 8419, 7202, 3438, 3374, 7153, 6804, 3069, 6772, 2942, 7741, 8319, 8415, 1265, 5558, 3328, 9064, 5249, 7599, 5077, 4546, 3106, 1233, 1755, 2699, 7739, 7972, 2145, 3342, 1931, 4198, 5489, 977, 8081, 5506, 8105, 376, 5168, 2981, 1208, 36, 2401, 8831, 3934, 5346, 8491, 5696, 3629, 5389, 2779, 6607, 5662, 8592, 2384, 6436, 4660, 6435, 1077, 8886, 3191, 1068, 737, 1543, 8037, 4177, 6538, 2787, 1515, 2951, 1850, 2533, 8154, 2947, 2495, 828, 5166, 5792, 7231, 8238, 3764, 4091, 7214, 5991, 3492, 2254, 4618, 6722, 3724, 3084, 2865, 6175, 4446, 7518, 3158, 3199]"
165,"[7383, 8571, 5957, 375, 7009, 2835, 1439, 2670, 6006, 1762, 3373, 7001, 8215, 8433, 6905, 5138, 636, 8973, 7087, 1293, 1617, 8540, 6775, 2332, 4179, 3739, 9011, 9016, 1979, 7722, 130, 2242, 4524, 2541, 1733, 8843, 6236, 4623, 2558, 6473, 1556, 8183, 3884, 5481, 858, 8930, 7608, 3817, 88, 219, 2208, 4794, 1289, 1720, 1734, 7247, 4074, 1130, 5224, 7809, 4705, 7115, 1272, 5475, 4621, 6495, 2328, 7330, 705, 4551, 6651, 838, 5192, 1093, 7830, 699, 8125, 4242, 1687, 4202, 7773, 8349, 6357, 5125, 7073, 2874, 6700, 8512, 1190, 7487, 5898, 900, 276, 2513, 7264, 4620, 7751, 7884, 4703]"
166,"[3407, 962, 1146, 4916, 4172, 1982, 4424, 6478, 2206, 1997, 8765, 6657, 7223, 8905, 2219, 8929, 3196, 3704, 7015, 6396, 5923, 1355, 4996, 7417, 6639, 6538, 4681, 4490, 3767, 8436, 3627, 5967, 233, 1680, 3028, 7728, 4261, 8947, 7255, 2156, 3006, 153, 6399, 1600, 8763, 2647, 7156, 7854, 7971, 4238, 8930, 720, 236, 5880, 1995, 5090, 8756, 5122, 5083, 294, 660, 3164, 1488, 2578, 4901, 1326, 3435, 6806, 5855, 3153, 6444, 2524, 3362, 698, 344, 5387, 6242, 4193, 215, 4881, 541, 1682, 2078, 1854, 6352, 8663, 3794, 8966, 762, 2168, 1755, 1985, 7415, 1342, 8269, 4138, 4090, 9019, 2577]"
167,"[5522, 4212, 7689, 2746, 504, 2991, 4540, 4549, 8133, 6058, 8564, 6116, 8602, 7778, 7617, 4264, 8620, 2581, 4160, 2297, 1353, 5277, 1300, 7898, 5663, 6962, 3961, 2454, 6148, 2406, 4130, 6695, 3994, 614, 1502, 7641, 1754, 8279, 3233, 8976, 1057, 6842, 5652, 3595, 6555, 8890, 4534, 6421, 6781, 3360, 4820, 289, 6207, 1153, 6111, 2306, 3078, 3751, 1596, 7011, 2471, 8994, 6769, 4605, 4373, 7384, 8119, 3358, 2039, 5563, 2772, 2066, 3773, 8803, 4139, 2597, 4402, 6953, 6224, 648, 1357, 508, 8261, 8497, 5482, 6143, 3931, 3463, 2322, 6345, 5497, 8579, 6638, 1051, 7553, 692, 7062, 7986, 2420]"
168,"[532, 5430, 3476, 7535, 8693, 8797, 2685, 7903, 1858, 5203, 7202, 8544, 2837, 3010, 2770, 4892, 200, 3595, 7128, 2383, 467, 5452, 2146, 5976, 26, 5186, 909, 8255, 5119, 1757, 616, 8822, 1369, 310, 1007, 2162, 8651, 1548, 8379, 162, 3755, 3276, 8372, 3795, 1444, 561, 3703, 7431, 6811, 6376, 1851, 8903, 4677, 2879, 6921, 267, 5141, 666, 2876, 7152, 8762, 7489, 5249, 1908, 1878, 2704, 9018, 6990, 8825, 4624, 3996, 5851, 4555, 8993, 4772, 7753, 6317, 213, 6187, 5256, 6565, 2093, 6423, 8400, 2473, 2643, 2918, 931, 4549, 1245, 1212, 8898, 7399, 892, 8325, 5148, 5466, 9065, 9009]"
169,"[545, 6265, 2265, 7076, 8365, 9010, 4031, 9016, 5644, 2421, 4455, 1996, 4195, 5695, 4161, 239, 3548, 8059, 8733, 7701, 6859, 5565, 5434, 1174, 1615, 6463, 4104, 5449, 3869, 2736, 8821, 4344, 116, 7958, 3296, 4776, 7213, 7889, 5016, 6722, 8301, 7116, 4533, 748, 4320, 6497, 3378, 6494, 6076, 6860, 2869, 9024, 7572, 4364, 6178, 6400, 1490, 4008, 7356, 5699, 4337, 3069, 6, 5556, 7458, 8754, 2787, 3901, 7936, 8657, 6905, 8837, 6725, 8689, 6662, 5402, 2594, 9049, 2055, 4458, 5490, 6160, 7398, 1040, 2137, 2587, 388, 3050, 1184, 3758, 3096, 2146, 8759, 8624, 4761, 1699, 148, 450, 7471]"
170,"[3584, 7450, 676, 685, 1793, 8305, 6677, 6925, 1511, 1992, 982, 939, 104, 7770, 7699, 7132, 8919, 7620, 2879, 4498, 7739, 1041, 6184, 7622, 8137, 6764, 884, 3364, 2280, 1820, 3091, 2529, 3196, 5807, 58, 3098, 1671, 6361, 7323, 7696, 2612, 7542, 3785, 3745, 7481, 605, 8644, 1691, 4264, 7733, 1863, 5653, 3437, 7825, 8342, 1679, 7471, 3177, 7785, 5937, 3118, 992, 6927, 8589, 5968, 1970, 6568, 6071, 8154, 5809, 7124, 2883, 8449, 3303, 949, 2508, 255, 3638, 6945, 5106, 6944, 1209, 3943, 6641, 1573, 4127, 557, 5182, 991, 1374, 3441, 6593, 5233, 8916, 324, 7709, 2043, 4999, 1226]"
171,"[1818, 5610, 6294, 8482, 8328, 5884, 1584, 6561, 1929, 3037, 4989, 312, 361, 5126, 1209, 8775, 3144, 6634, 7126, 5094, 712, 6300, 6717, 8153, 8331, 7144, 1649, 2952, 7176, 5424, 2897, 8458, 7171, 7037, 8223, 1753, 5554, 1323, 8199, 2977, 7587, 6556, 6162, 3721, 8424, 2390, 5307, 8382, 5237, 1286, 8409, 5867, 6256, 556, 5206, 8984, 7813, 3797, 913, 1913, 2608, 4293, 8279, 6056, 6257, 1264, 7423, 7327, 4608, 6542, 8050, 4624, 3506, 7168, 6388, 3873, 680, 3401, 8070, 4407, 1605, 989, 3059, 6940, 4785, 420, 1668, 6783, 3416, 7140, 675, 2149, 4460, 8240, 7348, 2068, 5956, 4213, 111]"
172,"[7842, 2199, 3764, 6377, 4723, 3605, 8614, 3296, 2659, 7009, 8026, 6597, 7040, 7970, 6205, 6493, 6717, 1883, 712, 2982, 3436, 6462, 5921, 1337, 5526, 2268, 2941, 7792, 208, 7806, 4790, 149, 3760, 6840, 3639, 8868, 6828, 2078, 186, 7488, 8471, 7003, 3719, 7411, 5559, 5137, 4052, 7696, 6036, 7420, 4463, 527, 753, 5058, 2846, 8, 2160, 983, 5894, 5129, 7276, 4126, 2133, 4171, 201, 2098, 4844, 4724, 6778, 7954, 4559, 1381, 8917, 6984, 1539, 892, 6054, 6726, 6760, 5122, 8838, 1199, 6071, 7699, 1172, 5677, 7406, 3581, 1523, 755, 8055, 1330, 8896, 6450, 1557, 1131, 1577, 6335, 5378]"
173,"[2054, 5942, 3565, 5010, 8907, 4753, 2575, 4303, 5134, 1040, 6182, 2577, 8798, 582, 3823, 4649, 3501, 887, 1968, 4356, 2358, 3401, 4571, 8867, 5338, 8766, 6950, 291, 657, 327, 8325, 1108, 5875, 6372, 487, 6714, 2927, 8598, 907, 215, 4161, 6541, 1047, 4777, 4083, 6235, 6571, 4932, 5188, 7401, 4908, 1645, 5999, 5259, 8499, 7029, 1637, 317, 8196, 6492, 4474, 5436, 5905, 7901, 4774, 6102, 3114, 2006, 4106, 8557, 6287, 5587, 3110, 5190, 5784, 8882, 5680, 5055, 4252, 4841, 2791, 7879, 7349, 6793, 1844, 2815, 2198, 1038, 269, 3160, 1903, 3812, 2159, 7832, 5930, 7605, 3500, 6496, 2809]"
